influencer name,platform,followers,likes,comments,shares,impressions,clicks,conversions,campaign cost,revenue,content type,campaign date
ShaliniFashionFitness,YouTube,40000.0,33311.0,552.0,7336.0,2500000.0,4209.0,2840.0,195681.0,1197425.0,Stream Highlight,2025-12-03
GamerVikramInsta,Youtube,0.0,32742.0,0.0,14094.0,6994806.0,31583.0,809.0,138949.0,0.0,Video,2025-04-03
DeepakMotivation07,Facebook,1309116.0,29952.0,0.0,0.0,3900000.0,1945.0,0.0,327501.0,1550721.0,Stream Highlight,2025-04-03
POOJALIFESTYLE.XO ,Tiktok,4025023.0,20022.0,923.0,700.0,3755037.0,34094.0,2624.0,82056.5,0.0,story+reel,2025-01-03
RiyaMakeup,Youtube,2550000.0,94763.0,5549.0,0.0,5400000.0,54135.0,2322.0,41677.0,1667047.0,0,2025-03-03
VikramTechInsta,Instagram,4685409.0,72046.0,2520.0,15710.0,1107449.0,5509.0,2102.0,105478.0,2275670.0,Reel+Post,2025-07-03
MEERABEAUTY.XO ,Facebook,4908000.0,0.0,6132.0,0.0,4000000.0,0.0,422.0,82056.5,0.0,Story,2025-04-03
TechBitArvindInsta,Instagram,3550000.0,64255.0,0.0,14414.0,0.0,42669.0,88.0,0.0,0.0,carousel ,2025-04-03
RohanFitnessQueen,Instagram,0.0,95174.0,4932.0,15863.0,4260000.0,29924.0,2653.0,292873.0,2718058.0,Long Video,2025-04-03
AnanyaVlogsDanceee,Facebook,1530524.0,109129.0,486.0,1079.0,726000.0,61256.0,1798.0,91146.0,0.0,long video,2025-04-03
DeepakMotivationQueen,Facebook,2680000.0,24321.0,6121.0,13408.0,4564000.0,49116.0,0.0,82056.5,331991.0,Reel ,2025-06-03
RajTravel_official,Instagram,56000.0,40940.0,2527.0,3113.0,0.0,15387.0,2280.0,82056.5,1499097.0,Reels+Post,2025-06-03
MansiBeautyQueen,YouTube,4250000.0,93000.0,2345.0,9767.0,0.0,31340.0,395.0,82056.5,0.0,Reel ,2025-10-03
SaraTravelDiaries.xo,Instagram,2052436.0,37184.0,1748.0,13393.0,5228543.0,32488.0,1558.0,114474.0,0.0,story+reel,2025-10-03
RahulGamer07,Tiktok,3280000.0,0.0,4165.0,12688.0,2738108.0,61611.0,2794.0,82056.5,3350083.0,carousel ,2025-08-03
ArjunVlogs ,Linkedin,0.0,0.0,0.0,0.0,5782812.0,0.0,0.0,319574.0,1154024.0,Carousell,2025-01-11
MeeraBeauty.xo,Tiktok,4200000.0,60420.0,4707.0,5260.0,4182037.0,36237.0,638.0,169748.0,0.0,Reel+Post,2025-08-03
RajTravel07,Facebook,1357000.0,0.0,0.0,11631.0,0.0,39948.0,1203.0,0.0,0.0,Video,2025-08-03
TechBitArvindDanceee,Youtube,0.0,18662.0,5521.0,13221.0,864004.0,1699.0,1261.0,310097.0,105402.0,Carousel,2025-08-03
PriyaVibesDanceee,Facebook,52715.0,51071.0,1770.0,0.0,5700000.0,0.0,2388.0,94833.0,666905.0,Highlight,2025-08-03
RajTravelQueen,Youtube,3990000.0,29539.0,5132.0,7378.0,2955000.0,55624.0,0.0,334931.0,2235464.0,Short,2025-08-03
VikramTech,YouTube,3347807.0,121215.0,3821.0,1368.0,2800000.0,14346.0,0.0,82056.5,343597.0,Reel+Post,2025-08-03
MeeraBeauty,Facebook,1876143.0,24460.0,1521.0,4261.0,3150857.0,0.0,547.0,0.0,0.0,Stories,2025-08-03
KaranFitness_official,Facebook,3080000.0,21052.0,1951.0,15531.0,1666385.0,0.0,850.0,185574.0,0.0,reel,2025-08-03
MeeraBeauty,YouTube,2487000.0,21107.0,2808.0,12562.0,3973000.0,0.0,2728.0,0.0,1938086.0,Reel ,2025-08-03
KABIRTECH.XO ,YouTube,0.0,0.0,2029.0,10529.0,0.0,0.0,2782.0,234830.0,0.0,Reel ,2025-08-03
PoojaLifestyle_official,Tiktok,3754000.0,12206.0,0.0,6053.0,4079000.0,48078.0,286.0,0.0,1157348.0,Reel+Post,2025-08-03
PriyaVibesFitness,Instagram,406247.0,33138.0,5876.0,12207.0,7410000.0,48887.0,0.0,155310.0,0.0,Story,2025-01-03
POOJALIFESTYLEVLOGS ,YouTube,4450000.0,86533.0,0.0,7936.0,7100000.0,45039.0,870.0,0.0,1751287.0,Post,2025-01-03
RahulGamerQueen,Linkedin,0.0,59937.0,5030.0,0.0,4200000.0,13971.0,1963.0,82056.5,0.0,carousel ,2025-01-06
MansiBeautyFitness,Instagram,3250466.0,80692.0,3754.0,9814.0,1800000.0,58303.0,2189.0,82056.5,346412.0,Stream Highlight,2025-03-01
PriyaVibesInsta,Facebook,0.0,82427.0,5819.0,16894.0,7600000.0,24132.0,159.0,91051.0,0.0,Post,2025-10-03
KabirTechQueen,YouTube,0.0,44444.0,2882.0,17496.0,5700000.0,50401.0,1737.0,30185.0,4075090.0,0,2025-10-03
ARJUNVLOGS07 ,Instagram,39687.0,106754.0,3281.0,9585.0,3453129.0,8648.0,1583.0,181532.0,0.0,Stream Highlight ,2025-04-03
ShaliniFashion07,YouTube,868000.0,83775.0,554.0,0.0,4400000.0,41804.0,868.0,159037.0,4162680.0,Reel+Post,2025-04-03
ShaliniFashion.xo,YouTube,5069812.0,0.0,187.0,3919.0,1899000.0,7574.0,28.0,0.0,3533146.0,Stories,2025-04-03
RAJTRAVEL  ,Linkedin,4447436.0,96162.0,0.0,0.0,5358000.0,3569.0,0.0,93354.0,759594.0,Reel ,2025-04-03
PriyaVibes,Facebook,4990000.0,0.0,6426.0,7666.0,900000.0,12918.0,1128.0,245391.0,1696621.0,Video,2025-01-03
FitAnkit_official,Tiktok,2703510.0,74199.0,3734.0,10182.0,4405000.0,24413.0,2838.0,74213.0,3006003.0,long video,2025-07-03
AmitCricketFitness,YouTube,0.0,0.0,0.0,13924.0,0.0,48831.0,955.0,204704.0,2716829.0,carousel ,2025-09-03
RituFood,Instagram,1730062.0,37687.0,0.0,14255.0,6236000.0,0.0,0.0,62592.0,3637040.0,Live Stream,2025-12-03
TanyaDanceVlogs,YouTube,2080983.0,79681.0,440.0,3503.0,1773210.0,17449.0,1843.0,28553.0,3272322.0,Reel ,2025-12-03
RituFood.xo,YouTube,4365694.0,110156.0,2068.0,11375.0,3300000.0,41949.0,1836.0,197290.0,487247.0,long video,2025-12-03
VikramTechQueen,Youtube,4888716.0,30202.0,3911.0,0.0,7584000.0,19471.0,160.0,0.0,0.0,shorts,2025-12-03
PriyaVibes_official,Tiktok,0.0,124525.0,227.0,2215.0,5100000.0,50110.0,0.0,277416.0,0.0,reel,2025-09-03
TechBitArvindQueen,YouTube,3777316.0,73909.0,213.0,15943.0,1318796.0,32561.0,0.0,183379.0,0.0,shorts,2025-09-03
SnehaDance07,Tiktok,5050144.0,72680.0,1326.0,4724.0,0.0,39441.0,1722.0,100950.0,0.0,Short,2025-02-03
DEEPAKMOTIVATIONFITNESS ,Facebook,828731.0,67559.0,878.0,7617.0,2100000.0,50314.0,82.0,293918.0,3816120.0,Post,2025-02-03
GamerVikram.xo,YouTube,2241356.0,21247.0,2008.0,17953.0,1300000.0,22493.0,2677.0,0.0,0.0,long video,2025-02-03
DeepakMotivationInsta,Facebook,4805193.0,124441.0,2137.0,11699.0,7976362.0,0.0,227.0,0.0,825702.0,0,2025-02-03
TechBitArvindFitness,Tiktok,2331407.0,83402.0,0.0,0.0,6999507.0,56788.0,2713.0,234187.0,4456966.0,Live Stream,2025-07-03
GamerVikram.xo,Linkedin,837893.0,112501.0,2537.0,15821.0,7700000.0,8139.0,404.0,0.0,0.0,Post,2025-12-03
RiyaMakeupFitness,YouTube,1400826.0,42301.0,4151.0,3133.0,4897000.0,0.0,228.0,126534.0,0.0,Stream Highlight,2025-11-03
PoojaLifestyle_official,Tiktok,4949000.0,107784.0,985.0,0.0,2400000.0,51964.0,2411.0,0.0,0.0,carousel ,2025-07-03
KaranFitnessQueen,Instagram,3980000.0,0.0,3792.0,10355.0,7237000.0,51086.0,2078.0,0.0,2279470.0,carousel ,2025-07-03
RiyaMakeup_official,YouTube,2160000.0,91773.0,0.0,17361.0,3642000.0,27880.0,0.0,57657.0,2654150.0,Post,2025-07-03
FitAnkit,Instagram,2203971.0,28416.0,4208.0,10718.0,4400000.0,60538.0,340.0,0.0,2872542.0,0,2025-01-03
SaraTravelDiaries_official,YouTube,3925629.0,62140.0,3571.0,1624.0,0.0,56923.0,206.0,82056.5,2259942.0,shorts ,2025-01-03
RohanFitnessDanceee,Tiktok,626947.0,52103.0,0.0,0.0,2719595.0,39831.0,591.0,0.0,0.0,Reel+Post,2025-01-03
DeepakMotivation,Facebook,1630000.0,114600.0,0.0,15399.0,4600000.0,20227.0,2252.0,36914.0,1312236.0,Reels+Post,2025-01-03
MansiBeautyInsta,Facebook,4019999.9999999995,94513.0,5867.0,7437.0,522232.0,48735.0,1360.0,0.0,1542709.0,Reel  ,2025-01-03
AnanyaVlogs_official,Facebook,903848.0,68435.0,1854.0,8839.0,3013000.0,58455.0,1521.0,63498.0,2313716.0,Live Stream,2025-01-03
ArjunVlogs_official,YouTube,232720.0,0.0,5526.0,14177.0,5308441.0,20090.0,1861.0,64821.0,0.0,carousel ,2025-01-03
AnanyaVlogs ,Facebook,4028913.0,81559.0,2427.0,13272.0,907198.0,18199.0,2255.0,82056.5,0.0,0,2025-01-03
PriyaVibes_official,Tiktok,2663000.0,108420.0,0.0,13270.0,623000.0,6209.0,884.0,258973.0,1262947.0,reel,2025-01-03
RohanFitness.xo,Facebook,1000000.0,34848.0,941.0,8806.0,2952665.0,35313.0,0.0,330331.0,0.0,story+reel ,2025-01-03
MEERABEAUTY ,YouTube,330000.0,45677.0,4452.0,0.0,1366000.0,3008.0,1314.0,0.0,0.0,long video,2025-01-03
PoojaLifestyleQueen,TikTok,3266995.0,65144.0,3376.0,7689.0,6900000.0,4679.0,1874.0,0.0,0.0,Video,2025-11-03
RIYAMAKEUPINSTA ,Instagram,287808.0,77624.0,4861.0,13674.0,3086726.0,26228.0,1385.0,183296.0,1467284.0,NaN ,2025-11-03
KabirTechDanceee,Tiktok,3085000.0,122960.0,1345.0,15684.0,7981343.0,31530.0,2642.0,0.0,1858285.0,Video,2025-11-03
TECHBITARVINDQUEEN ,TikTok,2157095.0,76656.0,0.0,9177.0,5817000.0,2865.0,0.0,0.0,0.0,Reels+Post,2025-05-03
FitAnkit_official,Facebook,0.0,67743.0,509.0,1597.0,3100000.0,25088.0,0.0,82056.5,1033991.0,Post,2025-05-03
NehaFoodieFitness,Facebook,4202703.0,103446.0,301.0,8752.0,6238000.0,0.0,1946.0,82056.5,2865200.0,story+reel,2025-05-03
SaraTravelDiaries07,Tiktok,4533000.0,84364.0,1739.0,2885.0,1100000.0,10196.0,1157.0,0.0,2764894.0,long video,2025-06-03
PriyaVibes ,Instagram,3796093.0,96233.0,5304.0,7627.0,7844626.0,0.0,1703.0,201984.0,3376573.0,long video,2025-10-03
KabirTech.xo,Linkedin,3100000.0,29278.0,4437.0,3801.0,3900000.0,16084.0,0.0,82056.5,2778088.0,Stories,2025-06-03
GamerVikram ,YouTube,0.0,111545.0,0.0,8655.0,2100000.0,37244.0,2101.0,0.0,1200231.0,Carousel ,2025-09-03
DeepakMotivation.xo,Tiktok,2880000.0,30521.0,1921.0,13620.0,2417000.0,6351.0,0.0,0.0,4281668.0,shorts ,2025-09-03
SnehaDanceInsta,Instagram,937624.0,117634.0,1068.0,14004.0,2813000.0,29381.0,1395.0,268604.0,3384979.0,shorts,2025-09-03
RajTravelDanceee,YouTube,920000.0,27042.0,3293.0,16927.0,2418900.0,19652.0,0.0,222293.0,217854.0,carousel ,2025-09-03
NehaFoodie ,Youtube,0.0,41454.0,1311.0,7318.0,6552000.0,19135.0,0.0,290196.0,0.0,Carousel,2025-09-03
PoojaLifestyleQueen,YouTube,1053253.0,22947.0,5710.0,14962.0,5837000.0,14820.0,42.0,138189.0,3615039.0,Live Stream,2025-09-03
PoojaLifestyleInsta,Instagram,2165190.0,10054.0,0.0,0.0,600000.0,12594.0,2633.0,82056.5,873357.0,Story+Reel,2025-11-03
AmitCricket ,Instagram,0.0,89817.0,0.0,6965.0,600000.0,26676.0,612.0,0.0,1435631.0,Story+Reel,2025-12-03
RohanFitnessQueen,Facebook,316000.0,118126.0,2955.0,11787.0,0.0,48813.0,2353.0,0.0,3310992.0,Story+Reel,2025-12-03
TechBitArvindDanceee,Youtube,2215672.0,45539.0,4014.0,0.0,4691220.0,38767.0,989.0,82056.5,0.0,Reel ,2025-12-03
ShaliniFashion.xo,YouTube,1942000.0,90238.0,6471.0,12435.0,3321973.0,38717.0,366.0,0.0,1851208.0,carousel ,2025-02-03
RahulGamerQueen,Facebook,2194420.0,96194.0,2569.0,0.0,8000000.0,19944.0,539.0,82056.5,2918495.0,Highlight,2025-02-03
KaranFitnessVlogs,Instagram,4860000.0,10053.0,6100.0,17965.0,0.0,20975.0,207.0,238212.0,0.0,story+reel,2025-02-03
SiddharthTravel07,Linkedin,1211433.0,70389.0,0.0,3226.0,5158676.0,5374.0,0.0,0.0,0.0,Highlight,2025-02-03
TANYADANCEVLOGS ,Facebook,0.0,116731.0,0.0,17890.0,0.0,19167.0,2814.0,0.0,1215017.0,long video,2025-02-03
RahulGamer07,YouTube,889551.0,52582.0,0.0,3490.0,5951000.0,25693.0,2671.0,82056.5,0.0,Live Stream,2025-02-03
TanyaDanceDanceee,Instagram,1130000.0,110081.0,0.0,16671.0,5775182.0,7546.0,2594.0,82056.5,0.0,Video,2025-02-03
PoojaLifestyle_official,TikTok,2820000.0,17928.0,1089.0,0.0,5908793.0,19852.0,0.0,108788.0,2652469.0,reel,2025-02-03
MansiBeauty.xo,YouTube,3788000.0,67972.0,0.0,0.0,1800000.0,28317.0,250.0,32885.0,3619331.0,Carousel,2025-02-03
RiyaMakeupVlogs,Tiktok,4721000.0,24911.0,2199.0,0.0,0.0,25950.0,0.0,111842.0,0.0,Long Video,2025-12-03
TanyaDance,Youtube,3347270.0,104029.0,836.0,11315.0,3230305.0,34898.0,0.0,82056.5,2115872.0,Reel ,2025-02-03
PriyaVibes_official,Instagram,3314554.0,52445.0,0.0,17153.0,4001534.0,38415.0,2033.0,189025.0,1944060.0,Highlight,2025-03-06
VikramTech.xo,Instagram,4193000.0,20461.0,5087.0,11428.0,0.0,37721.0,2120.0,82056.5,3162423.0,Highlight,2025-03-06
FitAnkitInsta,Tiktok,1710000.0,108000.0,2451.0,0.0,7319000.0,12585.0,2559.0,11646.0,1572839.0,0,2025-03-03
KabirTechQueen,TikTok,1742000.0,14798.0,3219.0,2278.0,1098944.0,16484.0,1867.0,302852.0,2278529.0,Post,2025-03-03
GamerVikram_official,Instagram,2272351.0,84237.0,6310.0,0.0,7605431.0,3687.0,306.0,82056.5,2062131.0,Stories,2025-03-03
SaraTravelDiaries,Linkedin,4898000.0,80406.0,5412.0,0.0,7700000.0,60147.0,1483.0,35598.0,0.0,Video,2025-03-03
RITUFOODQUEEN ,Instagram,4866821.0,75194.0,5167.0,0.0,7614000.0,38410.0,0.0,0.0,1021032.0,Story,2025-01-03
KaranFitness07,Tiktok,320000.0,71951.0,4776.0,0.0,3933000.0,4182.0,2378.0,341054.0,3290676.0,story+reel,2025-01-03
KabirTechDanceee,Tiktok,1923000.0,63702.0,3074.0,0.0,6000000.0,4823.0,2068.0,159638.0,2529197.0,Carousel,2025-01-03
KaranFitness.xo,Tiktok,3440000.0,0.0,0.0,2748.0,1510000.0,45352.0,0.0,249883.0,393640.0,Story+Reel,2025-01-03
AmitCricket,YouTube,3371946.0,108520.0,2072.0,9232.0,3012497.0,26591.0,0.0,82056.5,871518.0,Long Video,2025-02-03
PoojaLifestyleInsta,YouTube,0.0,23479.0,6424.0,11876.0,7417000.0,38387.0,0.0,82056.5,3173705.0,carousel ,2025-01-03
RiyaMakeupQueen,Facebook,0.0,22356.0,5947.0,14578.0,7303000.0,7527.0,0.0,118459.0,808684.0,carousel ,2025-01-03
RituFood.xo,Instagram,2938000.0,0.0,2839.0,5540.0,5900000.0,18964.0,372.0,0.0,999080.0,Short,2025-01-03
RiyaMakeup_official,Tiktok,0.0,99175.0,5373.0,10390.0,8175518.0,3207.0,2600.0,82056.5,0.0,Short,2025-03-03
SnehaDanceVlogs,Instagram,3812742.0,111034.0,2320.0,11940.0,7537000.0,20656.0,0.0,181400.0,1640177.0,Carousel,2025-03-03
SiddharthTravelQueen,Instagram,1675212.0,81601.0,0.0,6838.0,2000000.0,23900.0,1353.0,91972.0,982559.0,Carousell,2025-03-03
KabirTech07,YouTube,2759584.0,36736.0,0.0,1385.0,8358000.0,30633.0,0.0,297323.0,3399830.0,Reel ,2025-03-03
RajTravel.xo,Instagram,1476000.0,24643.0,5423.0,0.0,0.0,49313.0,0.0,82056.5,3485195.0,Reels+Post,2025-03-03
PriyaVibes_official,Facebook,3556447.0,91082.0,0.0,16201.0,0.0,0.0,1933.0,0.0,0.0,story+reel,2025-10-03
ArjunVlogs07,YouTube,3544000.0,93198.0,4515.0,0.0,7181000.0,14939.0,1050.0,82056.5,0.0,Live Stream ,2025-02-03
ArjunVlogs_official,YouTube,4707013.0,103768.0,2023.0,15702.0,6674000.0,56649.0,2100.0,150358.0,2719289.0,Short,2025-01-01
TechBitArvindVlogs,Instagram,2730000.0,85797.0,1389.0,695.0,4898301.0,47582.0,1026.0,212290.0,0.0,Story,2025-01-01
MansiBeautyQueen,Facebook,0.0,98070.0,1703.0,14293.0,0.0,0.0,1550.0,82056.5,3189202.0,Reels+Post,2025-01-04
ROHANFITNESS ,Facebook,3151649.0,8621.0,0.0,0.0,3600000.0,56574.0,1243.0,82056.5,1368718.0,Stories,2025-01-04
PriyaVibes,Instagram,4302000.0,115299.0,411.0,10963.0,8300000.000000001,15876.0,2029.0,0.0,4364088.0,Carousel,2025-09-03
NehaFoodieInsta,Linkedin,4895489.0,0.0,1636.0,16986.0,0.0,0.0,2432.0,0.0,0.0,Reels+Post,2025-09-03
NehaFoodie07,Instagram,0.0,47517.0,4430.0,16693.0,7359000.0,51076.0,1831.0,115063.0,3280262.0,carousel ,2025-09-03
AmitCricket07,Instagram,2093000.0,44432.0,6181.0,6040.0,885000.0,20909.0,818.0,316827.0,0.0,reel,2025-09-03
GamerVikram07,YouTube,2093193.0,59329.0,0.0,6738.0,7900000.0,46921.0,1395.0,0.0,0.0,reel,2025-09-03
TechBitArvindDanceee,YouTube,0.0,0.0,0.0,14554.0,0.0,54148.0,1466.0,21217.0,0.0,Carousel,2025-09-03
SiddharthTravel_official,Facebook,1140000.0,67817.0,0.0,13130.0,0.0,46120.0,795.0,146370.0,0.0,Short,2025-09-03
PoojaLifestyle ,YouTube,1930000.0,68188.0,0.0,13338.0,7969186.0,13389.0,349.0,0.0,0.0,Post,2025-09-03
TanyaDanceVlogs,Facebook,1580000.0,43643.0,0.0,18456.0,0.0,0.0,904.0,82056.5,3858088.0,Reel ,2025-11-03
PoojaLifestyleDanceee,Instagram,5177113.0,118687.0,3507.0,8623.0,8199999.999999999,40567.0,715.0,82056.5,1309577.0,Reel ,2025-11-03
SHALINIFASHION ,Facebook,3950918.0,95033.0,5256.0,16693.0,1200000.0,33780.0,0.0,250846.0,0.0,Reel+Post,2025-10-03
AmitCricketVlogs,Facebook,2225000.0,90036.0,3468.0,4655.0,5664000.0,31734.0,0.0,134372.0,2521620.0,Reel ,2025-11-03
KARANFITNESSFITNESS ,TikTok,1153172.0,74284.0,0.0,10435.0,0.0,31130.0,2716.0,157455.0,899077.0,Live Stream,2025-02-03
SNEHADANCEQUEEN ,Facebook,0.0,124423.0,4387.0,15941.0,8000000.0,46101.0,586.0,0.0,4048637.0,Stories,2025-02-03
MansiBeauty,YouTube,304130.0,72949.0,4912.0,6693.0,0.0,0.0,311.0,0.0,0.0,Highlight,2025-05-03
RituFood ,TikTok,0.0,1214.0,4105.0,15882.0,1917861.0,56054.0,1952.0,124135.0,465287.0,NaN ,2025-01-03
ShaliniFashionFitness,Youtube,4090000.0,79656.0,3680.0,8702.0,3084000.0,16347.0,2541.0,0.0,4239825.0,Video,2025-03-07
RiyaMakeupInsta,Linkedin,2560000.0,70449.0,5325.0,14428.0,7196000.0,40895.0,1429.0,231235.0,0.0,Post ,2025-05-03
PRIYAVIBES.XO ,TikTok,4384000.0,55922.0,5012.0,4839.0,4738535.0,44124.0,2541.0,140907.0,0.0,Short,2025-05-03
ArjunVlogs07,Tiktok,0.0,46112.0,4426.0,12426.0,6191000.0,15549.0,2181.0,20236.0,1088041.0,long video,2025-05-03
RituFood_official,Tiktok,5085914.0,104626.0,0.0,3352.0,0.0,0.0,591.0,59375.0,0.0,Story+Reel,2025-01-03
KaranFitnessFitness,Tiktok,0.0,0.0,367.0,0.0,0.0,8209.0,2198.0,46033.0,1683087.0,Long Video,2025-05-03
RajTravelInsta,Linkedin,799000.0,100147.0,4728.0,15945.0,6600000.0,7784.0,0.0,91632.0,4189278.0,reel,2025-09-03
TechBitArvindDanceee,Instagram,3873000.0,121588.0,0.0,0.0,5799488.0,24433.0,2436.0,242389.0,0.0,Story+Reel,2025-09-03
MeeraBeautyQueen,Instagram,536000.0,107045.0,5474.0,0.0,7268000.0,48601.0,1369.0,82056.5,357740.0,Long Video,2025-09-03
PriyaVibes,Facebook,3500000.0,21684.0,6491.0,17966.0,0.0,56778.0,1711.0,82056.5,0.0,reel,2025-04-03
VikramTechFitness,Instagram,708000.0,37102.0,1057.0,0.0,0.0,2296.0,2214.0,329462.0,2938881.0,Carousel ,2025-04-03
SiddharthTravelDanceee,Facebook,1534805.0,87826.0,4014.0,853.0,6975144.0,31651.0,425.0,170558.0,0.0,long video,2025-06-03
TanyaDance.xo,Facebook,4780000.0,0.0,982.0,10995.0,4300000.0,16590.0,2225.0,303436.0,1827023.0,0,2025-06-03
SaraTravelDiariesQueen,YouTube,3976243.0,0.0,3472.0,17800.0,6985249.0,2505.0,1234.0,0.0,2287999.0,Long Video,2025-06-03
AnanyaVlogsVlogs,Facebook,4326989.0,69874.0,5644.0,3428.0,3000000.0,21240.0,2495.0,82056.5,405795.0,Stories,2025-07-03
ShaliniFashion ,Tiktok,0.0,0.0,5108.0,17603.0,2551000.0,9596.0,0.0,0.0,0.0,Stream Highlight,2025-09-03
AmitCricketFitness,Tiktok,3610000.0,123361.0,219.0,10715.0,0.0,0.0,1113.0,82056.5,0.0,Carousel,2025-01-02
SiddharthTravelVlogs,Linkedin,1110000.0,98326.0,2472.0,15041.0,7223465.0,10630.0,661.0,82056.5,2979286.0,Highlight,2025-01-02
RituFood,TikTok,131871.0,100832.0,2445.0,1040.0,4437000.0,18892.0,1945.0,107284.0,0.0,Reel+Post,2025-01-02
RahulGamer.xo,Youtube,0.0,14563.0,2551.0,17486.0,0.0,35737.0,424.0,0.0,0.0,Reel ,2025-01-02
AmitCricket.xo,Instagram,3488166.0,46511.0,3448.0,12922.0,7300000.0,32621.0,1545.0,99160.0,1975529.0,shorts,2025-03-07
MeeraBeautyDanceee,Facebook,681272.0,46032.0,917.0,0.0,1381000.0,56184.0,2709.0,0.0,0.0,Carousell,2025-03-07
MeeraBeautyVlogs,Tiktok,1670000.0,114327.0,6065.0,14149.0,6300000.0,47513.0,2679.0,186103.0,3416941.0,Story ,2025-03-07
ArjunVlogs_official,Facebook,879852.0,17191.0,2132.0,318.0,0.0,5949.0,672.0,0.0,1178005.0,0,2025-02-03
KaranFitness07,YouTube,689714.0,23276.0,1798.0,4225.0,3736000.0,61378.0,1796.0,216252.0,4266802.0,Live Stream,2025-02-03
DeepakMotivation ,Instagram,4870000.0,116543.0,0.0,11470.0,6881671.0,18400.0,2136.0,82056.5,2710389.0,Live Stream,2025-02-03
NehaFoodie_official,Instagram,1434000.0,72268.0,1817.0,0.0,1772000.0,13476.0,2049.0,82056.5,202359.0,carousel ,2025-02-03
TanyaDance.xo,Facebook,2490000.0,41141.0,3410.0,0.0,4812000.0,41096.0,2724.0,314851.0,0.0,Carousell,2025-01-08
SnehaDance.xo,YouTube,0.0,109421.0,4208.0,9526.0,7945007.0,54672.0,0.0,334901.0,117855.0,Stories,2025-06-03
NehaFoodieDanceee,TikTok,0.0,0.0,3719.0,16924.0,0.0,28390.0,0.0,82056.5,2485402.0,Stream Highlight,2025-01-11
ArjunVlogs_official,Facebook,0.0,24983.0,0.0,15174.0,7300000.0,35557.0,1600.0,20871.0,1344901.0,Highlight,2025-01-11
TanyaDance ,YouTube,2035336.0,52946.0,1756.0,14627.0,3420854.0,53749.0,935.0,20648.0,240416.0,Video,2025-01-10
TanyaDanceDanceee,Tiktok,1943594.0,105855.0,746.0,15866.0,8000000.0,38394.0,1345.0,0.0,3541709.0,Long Video ,2025-01-10
FitAnkit ,Facebook,380000.0,11176.0,510.0,2812.0,2175000.0,26166.0,0.0,128521.0,1558150.0,Carousel,2025-01-10
SaraTravelDiariesVlogs,Facebook,0.0,98774.0,712.0,964.0,0.0,12390.0,0.0,0.0,0.0,story+reel,2025-01-10
TANYADANCE ,Instagram,4840000.0,42495.0,5424.0,4261.0,4761000.0,48230.0,1220.0,299872.0,4312277.0,Reel ,2025-01-10
PoojaLifestyle,YouTube,0.0,75486.0,6435.0,15388.0,0.0,49560.0,0.0,82056.5,0.0,Story+Reel,2025-06-03
AnanyaVlogsQueen,Facebook,1381088.0,53772.0,4809.0,13098.0,3582000.0,8555.0,1522.0,82056.5,0.0,Carousel,2025-06-03
GamerVikramVlogs,Tiktok,4917781.0,33187.0,4227.0,5409.0,7677000.0,60823.0,358.0,82056.5,2969307.0,Reel ,2025-06-03
ArjunVlogs ,TikTok,5000000.0,0.0,5119.0,0.0,8134000.0,0.0,1376.0,0.0,220698.0,story+reel,2025-06-03
SnehaDanceVlogs,Linkedin,3600000.0,0.0,4775.0,0.0,0.0,14534.0,1139.0,144798.0,1454275.0,Story+Reel,2025-06-03
GamerVikram.xo,Linkedin,1356081.0,80703.0,5007.0,0.0,0.0,5425.0,1214.0,82056.5,1875862.0,Carousel,2025-06-03
ShaliniFashion07,Linkedin,4470000.0,32553.0,283.0,15730.0,4110529.0,9607.0,0.0,60260.0,142420.0,Reels+Post,2025-06-03
POOJALIFESTYLE_OFFICIAL ,Instagram,4364000.0,0.0,5827.0,0.0,1200000.0,9513.0,0.0,0.0,0.0,Reel ,2025-06-03
KabirTechInsta,Facebook,2788845.0,0.0,3467.0,15877.0,894000.0,24271.0,2350.0,289509.0,3859681.0,Live Stream,2025-05-03
PoojaLifestyleDanceee,YouTube,0.0,0.0,925.0,0.0,0.0,57771.0,1526.0,135386.0,710979.0,Short,2025-05-03
AmitCricket,Instagram,0.0,96624.0,397.0,0.0,0.0,25700.0,572.0,0.0,0.0,Short ,2025-01-01
MeeraBeautyFitness,Tiktok,745790.0,75746.0,2836.0,0.0,0.0,37963.0,1863.0,144287.0,339133.0,Live Stream,2025-03-03
ArjunVlogsVlogs,Facebook,0.0,0.0,2350.0,17568.0,5700000.0,41836.0,692.0,82056.5,3607181.0,Short,2025-03-03
PriyaVibes07,Instagram,715000.0,116657.0,1444.0,0.0,0.0,1600.0,0.0,82056.5,2361408.0,Live Stream ,2025-03-03
RiyaMakeup07,YouTube,906684.0,0.0,2561.0,0.0,7700000.0,50551.0,2072.0,82056.5,0.0,Long Video,2025-03-03
RohanFitnessFitness,Facebook,2791000.0,83030.0,0.0,16836.0,6199131.0,56863.0,2705.0,14228.0,4124904.0,Long Video,2025-03-03
ROHANFITNESSQUEEN ,Facebook,1182384.0,36244.0,2098.0,7775.0,6978000.0,0.0,0.0,257462.0,85165.0,Stories,2025-01-01
KABIRTECH07 ,YouTube,3270000.0,91435.0,4663.0,12262.0,0.0,16772.0,2122.0,91479.0,0.0,Video,2025-01-01
