INFLUENCER NAME,PLATFORM,FOLLOWERS,LIKES,COMMENTS,SHARES,IMPRESSIONS,CLICKS,CONVERSIONS,CAMPAIGN COST,REVENUE,CONTENT TYPE,CAMPAIGN DATE,ENGAGEMENT_RATE,ROI,CONVERSION_RATE,INFLUENCER_SCORE,INFLUENCER_TYPE
AnanyaVlogsDanceee,Facebook,1530524.0,109129.0,486.0,1079.0,726000.0,61256.0,1798.0,91146.0,0.0,long video,2025-04-03,10961500.070498733,-100.0,2.935222672064777,4384540.028199493,0
DeepakMotivationQueen,Facebook,2680000.0,24321.0,6121.0,13408.0,4564000.0,49116.0,0.0,82056.5,331991.0,Reel ,2025-06-03,3044200.5002985075,33199000.0,0.0,21137080.2001194,1
RajTravel_official,Instagram,56000.0,40940.0,2527.0,3113.0,0.0,15387.0,2280.0,82056.5,1499097.0,Reels+Post,2025-06-03,4346705.558928572,149909600.0,14.81770325599532,91684442.22357143,1
MansiBeautyQueen,YouTube,4250000.0,93000.0,2345.0,9767.0,0.0,31340.0,395.0,82056.5,0.0,Reel ,2025-10-03,9534500.229811763,-100.0,1.2603701340140394,3813740.0919247065,0
SaraTravelDiaries.xo,Instagram,2052436.0,37184.0,1748.0,13393.0,5228543.0,32488.0,1558.0,114474.0,0.0,story+reel,2025-10-03,3893200.652541663,-100.0,4.795616843142083,1557220.261016665,0
RahulGamer07,Tiktok,3280000.0,0.0,4165.0,12688.0,2738108.0,61611.0,2794.0,82056.5,3350083.0,carousel ,2025-08-03,416500.3868292684,335008200.0,4.534904481342617,201171520.1547317,1
MeeraBeauty.xo,Tiktok,4200000.0,60420.0,4707.0,5260.0,4182037.0,36237.0,638.0,169748.0,0.0,Reel+Post,2025-08-03,6512700.125238095,-100.0,1.760631398846483,2605020.050095238,0
TechBitArvindDanceee,Youtube,0.0,18662.0,5521.0,13221.0,864004.0,1699.0,1261.0,310097.0,105402.0,Carousel,2025-08-03,inf,10540100.0,74.22012948793409,inf,1
PriyaVibesDanceee,Facebook,52715.0,51071.0,1770.0,0.0,5700000.0,0.0,2388.0,94833.0,666905.0,Highlight,2025-08-03,5284100.0,66690400.0,inf,42127880.0,1
RajTravelQueen,Youtube,3990000.0,29539.0,5132.0,7378.0,2955000.0,55624.0,0.0,334931.0,2235464.0,Short,2025-08-03,3467100.18491228,223546300.0,0.0,135514620.07396492,1
VikramTech,YouTube,3347807.0,121215.0,3821.0,1368.0,2800000.0,14346.0,0.0,82056.5,343597.0,Reel+Post,2025-08-03,12503600.040862571,34359600.0,0.0,25617200.016345028,1
KaranFitness_official,Facebook,3080000.0,21052.0,1951.0,15531.0,1666385.0,0.0,850.0,185574.0,0.0,reel,2025-08-03,2300300.504253247,-100.0,inf,920060.2017012988,0
KABIRTECH.XO ,YouTube,0.0,0.0,2029.0,10529.0,0.0,0.0,2782.0,234830.0,0.0,Reel ,2025-08-03,inf,-100.0,inf,inf,0
PriyaVibesFitness,Instagram,406247.0,33138.0,5876.0,12207.0,7410000.0,48887.0,0.0,155310.0,0.0,Story,2025-01-03,3901403.0048221895,-100.0,0.0,1560501.201928876,0
MansiBeautyFitness,Instagram,3250466.0,80692.0,3754.0,9814.0,1800000.0,58303.0,2189.0,82056.5,346412.0,Stream Highlight,2025-03-01,8444600.30192594,34641100.0,3.754523780937516,24162500.120770376,1
PriyaVibesInsta,Facebook,0.0,82427.0,5819.0,16894.0,7600000.0,24132.0,159.0,91051.0,0.0,Post,2025-10-03,inf,-100.0,0.6588761810044754,inf,0
KabirTechQueen,YouTube,0.0,44444.0,2882.0,17496.0,5700000.0,50401.0,1737.0,30185.0,4075090.0,0,2025-10-03,inf,407508900.0,3.4463601912660464,inf,1
ARJUNVLOGS07 ,Instagram,39687.0,106754.0,3281.0,9585.0,3453129.0,8648.0,1583.0,181532.0,0.0,Stream Highlight ,2025-04-03,11003524.151485372,-100.0,18.304810360777054,4401349.6605941495,0
ShaliniFashion07,YouTube,868000.0,83775.0,554.0,0.0,4400000.0,41804.0,868.0,159037.0,4162680.0,Reel+Post,2025-04-03,8432900.0,416267900.0,2.0763563295378438,253133900.0,1
RAJTRAVEL  ,Linkedin,4447436.0,96162.0,0.0,0.0,5358000.0,3569.0,0.0,93354.0,759594.0,Reel ,2025-04-03,9616200.0,75959300.0,0.0,49422060.0,1
PriyaVibes,Facebook,4990000.0,0.0,6426.0,7666.0,900000.0,12918.0,1128.0,245391.0,1696621.0,Video,2025-01-03,642600.1536272545,169662000.0,8.732001857872735,102054240.0614509,1
FitAnkit_official,Tiktok,2703510.0,74199.0,3734.0,10182.0,4405000.0,24413.0,2838.0,74213.0,3006003.0,long video,2025-07-03,7793300.376621502,300600200.0,11.624953917994512,183477440.1506486,1
AmitCricketFitness,YouTube,0.0,0.0,0.0,13924.0,0.0,48831.0,955.0,204704.0,2716829.0,carousel ,2025-09-03,inf,271682800.0,1.955724846921013,inf,1
TanyaDanceVlogs,YouTube,2080983.0,79681.0,440.0,3503.0,1773210.0,17449.0,1843.0,28553.0,3272322.0,Reel ,2025-12-03,8012100.168333907,327232100.0,10.562209868760387,199544100.06733355,1
RituFood.xo,YouTube,4365694.0,110156.0,2068.0,11375.0,3300000.0,41949.0,1836.0,197290.0,487247.0,long video,2025-12-03,11222400.26055422,48724600.0,4.376743188157048,33723720.10422169,1
PriyaVibes_official,Tiktok,0.0,124525.0,227.0,2215.0,5100000.0,50110.0,0.0,277416.0,0.0,reel,2025-09-03,inf,-100.0,0.0,inf,0
TechBitArvindQueen,YouTube,3777316.0,73909.0,213.0,15943.0,1318796.0,32561.0,0.0,183379.0,0.0,shorts,2025-09-03,7412200.422072181,-100.0,0.0,2964820.1688288725,0
SnehaDance07,Tiktok,5050144.0,72680.0,1326.0,4724.0,0.0,39441.0,1722.0,100950.0,0.0,Short,2025-02-03,7400600.093541887,-100.0,4.36601506047007,2960180.0374167548,0
DEEPAKMOTIVATIONFITNESS ,Facebook,828731.0,67559.0,878.0,7617.0,2100000.0,50314.0,82.0,293918.0,3816120.0,Post,2025-02-03,6843700.919116095,381611900.0,0.1629765075326947,231704620.36764643,1
TechBitArvindFitness,Tiktok,2331407.0,83402.0,0.0,0.0,6999507.0,56788.0,2713.0,234187.0,4456966.0,Live Stream,2025-07-03,8340200.0,445696500.0,4.7774177643164055,270753980.0,1
RiyaMakeupFitness,YouTube,1400826.0,42301.0,4151.0,3133.0,4897000.0,0.0,228.0,126534.0,0.0,Stream Highlight,2025-11-03,4645200.223653759,-100.0,inf,1858020.089461504,0
RiyaMakeup_official,YouTube,2160000.0,91773.0,0.0,17361.0,3642000.0,27880.0,0.0,57657.0,2654150.0,Post,2025-07-03,9177300.80375,265414900.0,0.0,162919860.3215,1
SaraTravelDiaries_official,YouTube,3925629.0,62140.0,3571.0,1624.0,0.0,56923.0,206.0,82056.5,2259942.0,shorts ,2025-01-03,6571100.041369167,225994100.0,0.3618923809356499,138224900.01654768,1
DeepakMotivation,Facebook,1630000.0,114600.0,0.0,15399.0,4600000.0,20227.0,2252.0,36914.0,1312236.0,Reels+Post,2025-01-03,11460000.944723926,131223500.0,11.133633262470957,83318100.37788957,1
AnanyaVlogs_official,Facebook,903848.0,68435.0,1854.0,8839.0,3013000.0,58455.0,1521.0,63498.0,2313716.0,Live Stream,2025-01-03,7028900.977929917,231371500.0,2.6020015396458813,141634460.39117196,1
ArjunVlogs_official,YouTube,232720.0,0.0,5526.0,14177.0,5308441.0,20090.0,1861.0,64821.0,0.0,carousel ,2025-01-03,552606.0918700584,-100.0,9.263315082130411,220982.43674802335,0
AnanyaVlogs ,Facebook,4028913.0,81559.0,2427.0,13272.0,907198.0,18199.0,2255.0,82056.5,0.0,0,2025-01-03,8398600.329418877,-100.0,12.390790702785868,3359380.131767551,0
PriyaVibes_official,Tiktok,2663000.0,108420.0,0.0,13270.0,623000.0,6209.0,884.0,258973.0,1262947.0,reel,2025-01-03,10842000.498310177,126294600.0,14.237397326461586,80113560.19932407,1
RohanFitness.xo,Facebook,1000000.0,34848.0,941.0,8806.0,2952665.0,35313.0,0.0,330331.0,0.0,story+reel ,2025-01-03,3578900.8806,-100.0,0.0,1431500.35224,0
RIYAMAKEUPINSTA ,Instagram,287808.0,77624.0,4861.0,13674.0,3086726.0,26228.0,1385.0,183296.0,1467284.0,NaN ,2025-11-03,8248504.751084057,146728300.0,5.2806161354277865,91336381.90043364,1
FitAnkit_official,Facebook,0.0,67743.0,509.0,1597.0,3100000.0,25088.0,0.0,82056.5,1033991.0,Post,2025-05-03,inf,103399000.0,0.0,inf,1
NehaFoodieFitness,Facebook,4202703.0,103446.0,301.0,8752.0,6238000.0,0.0,1946.0,82056.5,2865200.0,story+reel,2025-05-03,10374700.208246931,286519900.0,inf,176061820.08329877,1
PriyaVibes ,Instagram,3796093.0,96233.0,5304.0,7627.0,7844626.0,0.0,1703.0,201984.0,3376573.0,long video,2025-10-03,10153700.2009171,337657200.0,inf,206655800.08036685,1
KabirTech.xo,Linkedin,3100000.0,29278.0,4437.0,3801.0,3900000.0,16084.0,0.0,82056.5,2778088.0,Stories,2025-06-03,3371500.122612904,277808700.0,0.0,168033820.04904518,1
SnehaDanceInsta,Instagram,937624.0,117634.0,1068.0,14004.0,2813000.0,29381.0,1395.0,268604.0,3384979.0,shorts,2025-09-03,11870201.49356245,338497800.0,4.747966372825975,207846760.59742495,1
RajTravelDanceee,YouTube,920000.0,27042.0,3293.0,16927.0,2418900.0,19652.0,0.0,222293.0,217854.0,carousel ,2025-09-03,3033501.8398913043,21785300.0,0.0,14284580.735956522,1
NehaFoodie ,Youtube,0.0,41454.0,1311.0,7318.0,6552000.0,19135.0,0.0,290196.0,0.0,Carousel,2025-09-03,inf,-100.0,0.0,inf,0
PoojaLifestyleQueen,YouTube,1053253.0,22947.0,5710.0,14962.0,5837000.0,14820.0,42.0,138189.0,3615039.0,Live Stream,2025-09-03,2865701.420551378,361503800.0,0.2834008097165992,218048560.56822056,1
PoojaLifestyleInsta,Instagram,2165190.0,10054.0,0.0,0.0,600000.0,12594.0,2633.0,82056.5,873357.0,Story+Reel,2025-11-03,1005400.0,87335600.0,20.90678100682865,52803520.0,1
TechBitArvindDanceee,Youtube,2215672.0,45539.0,4014.0,0.0,4691220.0,38767.0,989.0,82056.5,0.0,Reel ,2025-12-03,4955300.0,-100.0,2.551138855211907,1982060.0,0
RahulGamerQueen,Facebook,2194420.0,96194.0,2569.0,0.0,8000000.0,19944.0,539.0,82056.5,2918495.0,Highlight,2025-02-03,9876300.0,291849400.0,2.702567188126755,179060160.0,1
KaranFitnessVlogs,Instagram,4860000.0,10053.0,6100.0,17965.0,0.0,20975.0,207.0,238212.0,0.0,story+reel,2025-02-03,1615300.3696502058,-100.0,0.9868891537544696,646060.1478600823,0
RahulGamer07,YouTube,889551.0,52582.0,0.0,3490.0,5951000.0,25693.0,2671.0,82056.5,0.0,Live Stream,2025-02-03,5258200.392332762,-100.0,10.395827657338575,2103220.1569331046,0
TanyaDanceDanceee,Instagram,1130000.0,110081.0,0.0,16671.0,5775182.0,7546.0,2594.0,82056.5,0.0,Video,2025-02-03,11008101.475309735,-100.0,34.375828253379275,4403180.590123895,0
PoojaLifestyle_official,TikTok,2820000.0,17928.0,1089.0,0.0,5908793.0,19852.0,0.0,108788.0,2652469.0,reel,2025-02-03,1901700.0,265246800.0,0.0,159908760.0,1
MansiBeauty.xo,YouTube,3788000.0,67972.0,0.0,0.0,1800000.0,28317.0,250.0,32885.0,3619331.0,Carousel,2025-02-03,6797200.0,361933000.0,0.882861885086697,219878680.0,1
RiyaMakeupVlogs,Tiktok,4721000.0,24911.0,2199.0,0.0,0.0,25950.0,0.0,111842.0,0.0,Long Video,2025-12-03,2711000.0,-100.0,0.0,1084340.0,0
TanyaDance,Youtube,3347270.0,104029.0,836.0,11315.0,3230305.0,34898.0,0.0,82056.5,2115872.0,Reel ,2025-02-03,10486500.33803667,211587100.0,0.0,131146860.13521469,1
PriyaVibes_official,Instagram,3314554.0,52445.0,0.0,17153.0,4001534.0,38415.0,2033.0,189025.0,1944060.0,Highlight,2025-03-06,5244500.517505522,194405900.0,5.292203566315242,118741340.2070022,1
VikramTech.xo,Instagram,4193000.0,20461.0,5087.0,11428.0,0.0,37721.0,2120.0,82056.5,3162423.0,Highlight,2025-03-06,2554800.272549487,316242200.0,5.620211553246202,190767240.1090198,1
FitAnkitInsta,Tiktok,1710000.0,108000.0,2451.0,0.0,7319000.0,12585.0,2559.0,11646.0,1572839.0,0,2025-03-03,11045100.0,157283800.0,20.33373063170441,98788320.0,1
KabirTechQueen,TikTok,1742000.0,14798.0,3219.0,2278.0,1098944.0,16484.0,1867.0,302852.0,2278529.0,Post,2025-03-03,1801700.130769231,227852800.0,11.326134433389951,137432360.0523077,1
GamerVikram_official,Instagram,2272351.0,84237.0,6310.0,0.0,7605431.0,3687.0,306.0,82056.5,2062131.0,Stories,2025-03-03,9054700.0,206213000.0,8.299430431244915,127349680.0,1
SaraTravelDiaries,Linkedin,4898000.0,80406.0,5412.0,0.0,7700000.0,60147.0,1483.0,35598.0,0.0,Video,2025-03-03,8581800.0,-100.0,2.4656258832526974,3432660.0,0
KaranFitness07,Tiktok,320000.0,71951.0,4776.0,0.0,3933000.0,4182.0,2378.0,341054.0,3290676.0,story+reel,2025-01-03,7672700.0,329067500.0,56.86274509803921,200509580.0,1
KabirTechDanceee,Tiktok,1923000.0,63702.0,3074.0,0.0,6000000.0,4823.0,2068.0,159638.0,2529197.0,Carousel,2025-01-03,6677600.0,252919600.0,42.87787684014099,154422800.0,1
KaranFitness.xo,Tiktok,3440000.0,0.0,0.0,2748.0,1510000.0,45352.0,0.0,249883.0,393640.0,Story+Reel,2025-01-03,0.0798837209302325,39363900.0,0.0,23618340.031953488,1
AmitCricket,YouTube,3371946.0,108520.0,2072.0,9232.0,3012497.0,26591.0,0.0,82056.5,871518.0,Long Video,2025-02-03,11059200.27378849,87151700.0,0.0,56714700.1095154,1
PoojaLifestyleInsta,YouTube,0.0,23479.0,6424.0,11876.0,7417000.0,38387.0,0.0,82056.5,3173705.0,carousel ,2025-01-03,inf,317370400.0,0.0,inf,1
RiyaMakeupQueen,Facebook,0.0,22356.0,5947.0,14578.0,7303000.0,7527.0,0.0,118459.0,808684.0,carousel ,2025-01-03,inf,80868300.0,0.0,inf,1
RiyaMakeup_official,Tiktok,0.0,99175.0,5373.0,10390.0,8175518.0,3207.0,2600.0,82056.5,0.0,Short,2025-03-03,inf,-100.0,81.07265357031494,inf,0
SnehaDanceVlogs,Instagram,3812742.0,111034.0,2320.0,11940.0,7537000.0,20656.0,0.0,181400.0,1640177.0,Carousel,2025-03-03,11335400.313160451,164017600.0,0.0,102944720.12526418,1
SiddharthTravelQueen,Instagram,1675212.0,81601.0,0.0,6838.0,2000000.0,23900.0,1353.0,91972.0,982559.0,Carousell,2025-03-03,8160100.408187143,98255800.0,5.661087866108787,62217520.16327485,1
KabirTech07,YouTube,2759584.0,36736.0,0.0,1385.0,8358000.0,30633.0,0.0,297323.0,3399830.0,Reel ,2025-03-03,3673600.050188724,339982900.0,0.0,205459180.0200755,1
RajTravel.xo,Instagram,1476000.0,24643.0,5423.0,0.0,0.0,49313.0,0.0,82056.5,3485195.0,Reels+Post,2025-03-03,3006600.0,348519400.0,0.0,210314280.0,1
ArjunVlogs07,YouTube,3544000.0,93198.0,4515.0,0.0,7181000.0,14939.0,1050.0,82056.5,0.0,Live Stream ,2025-02-03,9771300.0,-100.0,7.028582903808822,3908460.0,0
ArjunVlogs_official,YouTube,4707013.0,103768.0,2023.0,15702.0,6674000.0,56649.0,2100.0,150358.0,2719289.0,Short,2025-01-01,10579100.33358735,271928800.0,3.707038076576815,167388920.13343495,1
TechBitArvindVlogs,Instagram,2730000.0,85797.0,1389.0,695.0,4898301.0,47582.0,1026.0,212290.0,0.0,Story,2025-01-01,8718600.025457876,-100.0,2.156277583960321,3487380.0101831504,0
MansiBeautyQueen,Facebook,0.0,98070.0,1703.0,14293.0,0.0,0.0,1550.0,82056.5,3189202.0,Reels+Post,2025-01-04,inf,318920100.0,inf,inf,1
ROHANFITNESS ,Facebook,3151649.0,8621.0,0.0,0.0,3600000.0,56574.0,1243.0,82056.5,1368718.0,Stories,2025-01-04,862100.0,136871700.0,2.197122353024357,82467860.0,1
NehaFoodie07,Instagram,0.0,47517.0,4430.0,16693.0,7359000.0,51076.0,1831.0,115063.0,3280262.0,carousel ,2025-09-03,inf,328026100.0,3.584853943143551,inf,1
AmitCricket07,Instagram,2093000.0,44432.0,6181.0,6040.0,885000.0,20909.0,818.0,316827.0,0.0,reel,2025-09-03,5061300.288580985,-100.0,3.912190922569229,2024460.115432394,0
TechBitArvindDanceee,YouTube,0.0,0.0,0.0,14554.0,0.0,54148.0,1466.0,21217.0,0.0,Carousel,2025-09-03,inf,-100.0,2.707394548275098,inf,0
SiddharthTravel_official,Facebook,1140000.0,67817.0,0.0,13130.0,0.0,46120.0,795.0,146370.0,0.0,Short,2025-09-03,6781701.151754386,-100.0,1.7237640936686904,2712620.4607017543,0
TanyaDanceVlogs,Facebook,1580000.0,43643.0,0.0,18456.0,0.0,0.0,904.0,82056.5,3858088.0,Reel ,2025-11-03,4364301.168101266,385808700.0,inf,233230940.4672405,1
PoojaLifestyleDanceee,Instagram,5177113.0,118687.0,3507.0,8623.0,8199999.999999999,40567.0,715.0,82056.5,1309577.0,Reel ,2025-11-03,12219400.166560013,130957600.0,1.762516331007962,83462320.066624,1
SHALINIFASHION ,Facebook,3950918.0,95033.0,5256.0,16693.0,1200000.0,33780.0,0.0,250846.0,0.0,Reel+Post,2025-10-03,10028900.422509402,-100.0,0.0,4011500.169003761,0
AmitCricketVlogs,Facebook,2225000.0,90036.0,3468.0,4655.0,5664000.0,31734.0,0.0,134372.0,2521620.0,Reel ,2025-11-03,9350400.209213484,252161900.0,0.0,155037300.0836854,1
KARANFITNESSFITNESS ,TikTok,1153172.0,74284.0,0.0,10435.0,0.0,31130.0,2716.0,157455.0,899077.0,Live Stream,2025-02-03,7428400.904895367,89907600.0,8.724702858978477,56915920.36195815,1
RituFood ,TikTok,0.0,1214.0,4105.0,15882.0,1917861.0,56054.0,1952.0,124135.0,465287.0,NaN ,2025-01-03,inf,46528600.0,3.4823562992828343,inf,1
RiyaMakeupInsta,Linkedin,2560000.0,70449.0,5325.0,14428.0,7196000.0,40895.0,1429.0,231235.0,0.0,Post ,2025-05-03,7577400.56359375,-100.0,3.49431470839956,3030900.2254375,0
PRIYAVIBES.XO ,TikTok,4384000.0,55922.0,5012.0,4839.0,4738535.0,44124.0,2541.0,140907.0,0.0,Short,2025-05-03,6093400.11037865,-100.0,5.75877073701387,2437300.0441514603,0
ArjunVlogs07,Tiktok,0.0,46112.0,4426.0,12426.0,6191000.0,15549.0,2181.0,20236.0,1088041.0,long video,2025-05-03,inf,108804000.0,14.02662550646344,inf,1
RituFood_official,Tiktok,5085914.0,104626.0,0.0,3352.0,0.0,0.0,591.0,59375.0,0.0,Story+Reel,2025-01-03,10462600.065907525,-100.0,inf,4184980.02636301,0
RajTravelInsta,Linkedin,799000.0,100147.0,4728.0,15945.0,6600000.0,7784.0,0.0,91632.0,4189278.0,reel,2025-09-03,10487501.995619524,418927700.0,0.0,255551620.7982478,1
TechBitArvindDanceee,Instagram,3873000.0,121588.0,0.0,0.0,5799488.0,24433.0,2436.0,242389.0,0.0,Story+Reel,2025-09-03,12158800.0,-100.0,9.97012237547579,4863460.0,0
MeeraBeautyQueen,Instagram,536000.0,107045.0,5474.0,0.0,7268000.0,48601.0,1369.0,82056.5,357740.0,Long Video,2025-09-03,11251900.0,35773900.0,2.8168144688380896,25965100.0,1
PriyaVibes,Facebook,3500000.0,21684.0,6491.0,17966.0,0.0,56778.0,1711.0,82056.5,0.0,reel,2025-04-03,2817500.513314286,-100.0,3.0134911409348693,1126940.2053257143,0
VikramTechFitness,Instagram,708000.0,37102.0,1057.0,0.0,0.0,2296.0,2214.0,329462.0,2938881.0,Carousel ,2025-04-03,3815900.0,293888000.0,96.42857142857144,177859160.0,1
SiddharthTravelDanceee,Facebook,1534805.0,87826.0,4014.0,853.0,6975144.0,31651.0,425.0,170558.0,0.0,long video,2025-06-03,9184000.055577092,-100.0,1.3427695807399451,3673540.022230837,0
TanyaDance.xo,Facebook,4780000.0,0.0,982.0,10995.0,4300000.0,16590.0,2225.0,303436.0,1827023.0,0,2025-06-03,98200.2300209205,182702200.0,13.411693791440626,109660600.09200837,1
AnanyaVlogsVlogs,Facebook,4326989.0,69874.0,5644.0,3428.0,3000000.0,21240.0,2495.0,82056.5,405795.0,Stories,2025-07-03,7551800.079223682,40579400.0,11.746704331450095,27368360.031689472,1
AmitCricketFitness,Tiktok,3610000.0,123361.0,219.0,10715.0,0.0,0.0,1113.0,82056.5,0.0,Carousel,2025-01-02,12358000.296814404,-100.0,inf,4943140.118725762,0
SiddharthTravelVlogs,Linkedin,1110000.0,98326.0,2472.0,15041.0,7223465.0,10630.0,661.0,82056.5,2979286.0,Highlight,2025-01-02,10079801.355045045,297928500.0,6.218250235183443,182789020.54201803,1
RituFood,TikTok,131871.0,100832.0,2445.0,1040.0,4437000.0,18892.0,1945.0,107284.0,0.0,Reel+Post,2025-01-02,10327700.788649514,-100.0,10.295363116663138,4131020.315459806,0
AmitCricket.xo,Instagram,3488166.0,46511.0,3448.0,12922.0,7300000.0,32621.0,1545.0,99160.0,1975529.0,shorts,2025-03-07,4995900.370452553,197552800.0,4.73621286901076,120530040.14818102,1
MeeraBeautyVlogs,Tiktok,1670000.0,114327.0,6065.0,14149.0,6300000.0,47513.0,2679.0,186103.0,3416941.0,Story ,2025-03-07,12039200.847245509,341694000.0,5.63845684339023,209832080.3388982,1
KaranFitness07,YouTube,689714.0,23276.0,1798.0,4225.0,3736000.0,61378.0,1796.0,216252.0,4266802.0,Live Stream,2025-02-03,2507400.612572748,426680100.0,2.926129883671674,257011020.2450291,1
DeepakMotivation ,Instagram,4870000.0,116543.0,0.0,11470.0,6881671.0,18400.0,2136.0,82056.5,2710389.0,Live Stream,2025-02-03,11654300.235523611,271038800.0,11.608695652173912,167285000.09420943,1
NehaFoodie_official,Instagram,1434000.0,72268.0,1817.0,0.0,1772000.0,13476.0,2049.0,82056.5,202359.0,carousel ,2025-02-03,7408500.0,20235800.0,15.20480854853072,15104880.0,1
TanyaDance.xo,Facebook,2490000.0,41141.0,3410.0,0.0,4812000.0,41096.0,2724.0,314851.0,0.0,Carousell,2025-01-08,4455100.0,-100.0,6.628382324313802,1781980.0,0
SnehaDance.xo,YouTube,0.0,109421.0,4208.0,9526.0,7945007.0,54672.0,0.0,334901.0,117855.0,Stories,2025-06-03,inf,11785400.0,0.0,inf,1
NehaFoodieDanceee,TikTok,0.0,0.0,3719.0,16924.0,0.0,28390.0,0.0,82056.5,2485402.0,Stream Highlight,2025-01-11,inf,248540100.0,0.0,inf,1
ArjunVlogs_official,Facebook,0.0,24983.0,0.0,15174.0,7300000.0,35557.0,1600.0,20871.0,1344901.0,Highlight,2025-01-11,inf,134490000.0,4.499817194926456,inf,1
TanyaDance ,YouTube,2035336.0,52946.0,1756.0,14627.0,3420854.0,53749.0,935.0,20648.0,240416.0,Video,2025-01-10,5470200.718652842,24041500.0,1.739567247762749,16612980.287461136,1
FitAnkit ,Facebook,380000.0,11176.0,510.0,2812.0,2175000.0,26166.0,0.0,128521.0,1558150.0,Carousel,2025-01-10,1168600.74,155814900.0,0.0,93956380.296,1
TANYADANCE ,Instagram,4840000.0,42495.0,5424.0,4261.0,4761000.0,48230.0,1220.0,299872.0,4312277.0,Reel ,2025-01-10,4791900.08803719,431227600.0,2.5295459257723407,260653320.03521487,1
PoojaLifestyle,YouTube,0.0,75486.0,6435.0,15388.0,0.0,49560.0,0.0,82056.5,0.0,Story+Reel,2025-06-03,inf,-100.0,0.0,inf,0
AnanyaVlogsQueen,Facebook,1381088.0,53772.0,4809.0,13098.0,3582000.0,8555.0,1522.0,82056.5,0.0,Carousel,2025-06-03,5858100.948382724,-100.0,17.790765634132086,2343180.3793530897,0
GamerVikramVlogs,Tiktok,4917781.0,33187.0,4227.0,5409.0,7677000.0,60823.0,358.0,82056.5,2969307.0,Reel ,2025-06-03,3741400.109988631,296930600.0,0.5885931308879865,179654920.04399544,1
SnehaDanceVlogs,Linkedin,3600000.0,0.0,4775.0,0.0,0.0,14534.0,1139.0,144798.0,1454275.0,Story+Reel,2025-06-03,477500.0,145427400.0,7.836796477225816,87447440.0,1
GamerVikram.xo,Linkedin,1356081.0,80703.0,5007.0,0.0,0.0,5425.0,1214.0,82056.5,1875862.0,Carousel,2025-06-03,8571000.0,187586100.0,22.3778801843318,115980060.0,1
ShaliniFashion07,Linkedin,4470000.0,32553.0,283.0,15730.0,4110529.0,9607.0,0.0,60260.0,142420.0,Reels+Post,2025-06-03,3283600.351901566,14241900.0,0.0,9858580.140760629,1
KabirTechInsta,Facebook,2788845.0,0.0,3467.0,15877.0,894000.0,24271.0,2350.0,289509.0,3859681.0,Live Stream,2025-05-03,346700.56930377986,385968000.0,9.682336945325698,231719480.2277215,1
MeeraBeautyFitness,Tiktok,745790.0,75746.0,2836.0,0.0,0.0,37963.0,1863.0,144287.0,339133.0,Live Stream,2025-03-03,7858200.0,33913200.0,4.9074098464294185,23491200.0,1
ArjunVlogsVlogs,Facebook,0.0,0.0,2350.0,17568.0,5700000.0,41836.0,692.0,82056.5,3607181.0,Short,2025-03-03,inf,360718000.0,1.654077827708194,inf,1
PriyaVibes07,Instagram,715000.0,116657.0,1444.0,0.0,0.0,1600.0,0.0,82056.5,2361408.0,Live Stream ,2025-03-03,11810100.0,236140700.0,0.0,146408460.0,1
RiyaMakeup07,YouTube,906684.0,0.0,2561.0,0.0,7700000.0,50551.0,2072.0,82056.5,0.0,Long Video,2025-03-03,256100.0,-100.0,4.098830883662044,102380.0,0
RohanFitnessFitness,Facebook,2791000.0,83030.0,0.0,16836.0,6199131.0,56863.0,2705.0,14228.0,4124904.0,Long Video,2025-03-03,8303000.60322465,412490300.0,4.75704764082092,250815380.24128985,1
KABIRTECH07 ,YouTube,3270000.0,91435.0,4663.0,12262.0,0.0,16772.0,2122.0,91479.0,0.0,Video,2025-01-01,9609800.37498471,-100.0,12.65203911280706,3843860.149993884,0
VIKRAMTECH07 ,YouTube,1690000.0,47460.0,3369.0,0.0,7300000.0,27896.0,661.0,222470.0,0.0,Post,2025-05-03,5082900.0,-100.0,2.3695153427014626,2033100.0,0
NehaFoodieInsta,YouTube,4137585.0,104058.0,1035.0,9870.0,0.0,35324.0,0.0,43176.0,2327427.0,reel,2025-05-03,10509300.238544948,232742600.0,0.0,143849280.09541798,1
TanyaDance ,Instagram,940000.0,26841.0,1231.0,6808.0,7765000.0,22568.0,2031.0,155500.0,0.0,Long Video,2025-06-03,2807200.724255319,-100.0,8.999468273661822,1122820.2897021277,0
SnehaDance07,YouTube,1320000.0,81736.0,5580.0,11194.0,4766697.0,46493.0,705.0,336037.0,3138861.0,shorts,2025-12-03,8731600.848030303,313886000.0,1.5163573010990905,191824240.3392121,1
PRIYAVIBESQUEEN ,Facebook,3533000.0,4395.0,0.0,0.0,0.0,0.0,2456.0,324249.0,0.0,shorts,2025-03-01,439500.0,-100.0,inf,175740.0,0
FitAnkit.xo,YouTube,881000.0,124223.0,570.0,0.0,0.0,10054.0,0.0,229510.0,0.0,story+reel,2025-03-10,12479300.0,-100.0,0.0,4991660.0,0
ArjunVlogsQueen,TikTok,0.0,111155.0,3062.0,3212.0,0.0,59822.0,2714.0,338547.0,0.0,reel,2025-03-10,inf,-100.0,4.536792484370299,inf,0
