influencer_name,platform,followers,engagement_rate,likes,comments,campaign_cost,roi,predicted_roi
GamerVikram.xo,Linkedin,1356081.0,8571000.0,80703.0,5007.0,82056.5,187586100.0,187586100.0
ShaliniFashion07,Linkedin,4470000.0,3283600.351901566,32553.0,283.0,60260.0,14241900.0,14241900.0
KabirTechInsta,Facebook,2788845.0,346700.56930377986,0.0,3467.0,289509.0,385968000.0,385968000.0
MeeraBeautyFitness,Tiktok,745790.0,7858200.0,75746.0,2836.0,144287.0,33913200.0,33913200.0
ArjunVlogsVlogs,Facebook,0.0,inf,0.0,2350.0,82056.5,360718000.0,360718000.0
PriyaVibes07,Instagram,715000.0,11810100.0,116657.0,1444.0,82056.5,236140700.0,236140700.0
RiyaMakeup07,YouTube,906684.0,256100.0,0.0,2561.0,82056.5,-100.0,-100.0
RohanFitnessFitness,Facebook,2791000.0,8303000.60322465,83030.0,0.0,14228.0,412490300.0,412490300.0
KABIRTECH07 ,YouTube,3270000.0,9609800.37498471,91435.0,4663.0,91479.0,-100.0,-100.0
VIKRAMTECH07 ,YouTube,1690000.0,5082900.0,47460.0,3369.0,222470.0,-100.0,-100.0
NehaFoodieInsta,YouTube,4137585.0,10509300.238544948,104058.0,1035.0,43176.0,232742600.0,232742600.0
TanyaDance ,Instagram,940000.0,2807200.724255319,26841.0,1231.0,155500.0,-100.0,-100.0
SnehaDance07,YouTube,1320000.0,8731600.848030303,81736.0,5580.0,336037.0,313886000.0,313886000.0
PRIYAVIBESQUEEN ,Facebook,3533000.0,439500.0,4395.0,0.0,324249.0,-100.0,-100.0
FitAnkit.xo,YouTube,881000.0,12479300.0,124223.0,570.0,229510.0,-100.0,-100.0
ArjunVlogsQueen,TikTok,0.0,inf,111155.0,3062.0,338547.0,-100.0,-100.0
PriyaVibesQueen,Facebook,2353425.0,1258600.4436937654,12198.0,388.0,82056.5,-100.0,-100.0
PriyaVibes07,Facebook,3460000.0,105000.19150289016,0.0,1050.0,133380.0,217210900.0,217210900.0
FitAnkit,YouTube,1382000.0,6724200.761143271,67242.0,0.0,82056.5,351700900.0,351700900.0
VikramTech.xo,YouTube,3390000.0,12922500.11920354,123478.0,5747.0,82056.5,-100.0,-100.0
KabirTech ,YouTube,364358.0,6203104.285345731,62031.0,0.0,170046.0,116379000.0,116379000.0
NehaFoodie.xo,Linkedin,4868869.0,6903200.087330343,69032.0,0.0,111827.0,434860500.0,434860500.0
ShaliniFashionInsta,Facebook,2805638.0,4618700.550819457,40525.0,5662.0,78117.0,91100500.0,91100500.0
KaranFitnessDanceee,TikTok,2715831.0,208500.26798427443,2085.0,0.0,50834.0,285221200.0,285221200.0
MansiBeautyQueen,Instagram,1690610.0,12539500.0,119527.0,5868.0,295868.0,-100.0,-100.0
PoojaLifestyleFitness,YouTube,1993484.0,920300.6378782073,4381.0,4822.0,43387.0,-100.0,-100.0
SARATRAVELDIARIESFITNESS ,Tiktok,214169.0,6.603663462032321,0.0,0.0,184198.0,-100.0,-100.0
SiddharthTravel07,YouTube,0.0,inf,42681.0,0.0,21070.0,-100.0,-100.0
RiyaMakeupQueen,Tiktok,68486.0,6341707.854159975,61624.0,1793.0,82056.5,219743200.0,219743200.0
MansiBeauty,YouTube,4548355.0,2890700.3574918844,28794.0,113.0,315884.0,258422000.0,258422000.0
DeepakMotivationQueen,Linkedin,0.0,inf,0.0,2173.0,131131.0,18736400.0,18736400.0
TechBitArvindFitness,YouTube,3169476.0,4175700.0,39914.0,1843.0,82056.5,435775700.0,435775700.0
RiyaMakeupVlogs,Facebook,2320000.0,11331000.18525862,108934.0,4376.0,73587.0,6468100.0,6468100.0
DEEPAKMOTIVATION.XO ,TikTok,0.0,inf,74763.0,993.0,40373.0,364704000.0,364704000.0
SiddharthTravel07,Facebook,4430000.0,11056300.24839729,109759.0,804.0,229209.0,13960400.0,13960400.0
KaranFitnessDanceee,Facebook,182147.0,805700.3793639203,8057.0,0.0,82056.5,330529400.0,330529400.0
RituFood,Tiktok,4221937.0,4628300.190978691,46283.0,0.0,82056.5,328742300.0,328742300.0
RituFood ,Instagram,4693279.0,574500.1367913564,5745.0,0.0,229582.0,-100.0,-100.0
MansiBeautyVlogs,Instagram,4035672.0,352400.0877672913,0.0,3524.0,82056.5,111683400.0,111683400.0
RiyaMakeup_official,Tiktok,2420000.0,5413600.0,53772.0,364.0,139567.0,360271200.0,360271200.0
GamerVikramVlogs,Tiktok,3330000.0,7297500.405525525,72200.0,775.0,40812.0,96595000.0,96595000.0
KABIRTECHINSTA ,YouTube,960000.0,327501.6725,0.0,3275.0,9543.0,-100.0,-100.0
SaraTravelDiaries.xo,YouTube,19713.0,9559188.96667174,90467.0,5124.0,275353.0,83327800.0,83327800.0
RahulGamerFitness,Instagram,2880000.0,7154300.1735763885,69788.0,1755.0,113825.0,367923300.0,367923300.0
DeepakMotivationQueen,Instagram,4020814.0,5354000.449510969,52517.0,1023.0,82056.5,185320900.0,185320900.0
SnehaDanceFitness,Youtube,102790.0,7924707.227356747,73458.0,5789.0,196753.0,78857800.0,78857800.0
TechBitArvindVlogs,Instagram,4385946.0,7679200.212200516,75717.0,1075.0,82056.5,276792100.0,276792100.0
TanyaDanceFitness,Instagram,4380054.0,10470900.26492824,104709.0,0.0,48759.0,260229600.0,260229600.0
AnanyaVlogsVlogs,Linkedin,416756.0,352303.032709787,0.0,3523.0,82056.5,-100.0,-100.0
TechBitArvindInsta,TikTok,960000.0,10633500.065833334,104989.0,1346.0,339342.0,-100.0,-100.0
AnanyaVlogsQueen,Instagram,3784121.0,6922100.250309121,64277.0,4944.0,27442.0,441674700.0,441674700.0
MEERABEAUTY07 ,Facebook,2230000.0,4770300.677219731,42552.0,5151.0,82056.5,283792900.0,283792900.0
PriyaVibesInsta,Youtube,0.0,inf,24158.0,1327.0,156404.0,-100.0,-100.0
SnehaDance ,YouTube,0.0,inf,6557.0,5844.0,139160.0,271635500.0,271635500.0
SnehaDanceQueen,YouTube,0.0,inf,108161.0,273.0,133938.0,448526600.0,448526600.0
GamerVikram.xo,YouTube,4269000.0,188600.38315764812,0.0,1886.0,82056.5,-100.0,-100.0
ArjunVlogs ,Instagram,1051582.0,2786800.643221356,24207.0,3661.0,82056.5,-100.0,-100.0
MeeraBeauty,Instagram,3067527.0,8460100.0,81710.0,2891.0,82056.5,274601200.0,274601200.0
DeepakMotivation.xo,Linkedin,1215815.0,1.4232428453342,0.0,0.0,82056.5,-100.0,-100.0
TechBitArvindInsta,Instagram,3931971.0,2520800.0,23181.0,2027.0,169353.0,70863400.0,70863400.0
TechBitArvind.xo,Instagram,99620.0,3332612.925115438,30463.0,2863.0,343738.0,301739200.0,301739200.0
SiddharthTravel.xo,Facebook,1742434.0,7001600.0,63799.0,6217.0,288988.0,-100.0,-100.0
TechBitArvindVlogs,YouTube,2138000.0,10807900.810898036,102669.0,5410.0,82056.5,335946300.0,335946300.0
RituFoodVlogs,Instagram,0.0,inf,0.0,262.0,133947.0,117673700.0,117673700.0
TechBitArvindInsta,Youtube,2401000.0,6859400.2854227405,64826.0,3768.0,48826.0,448662800.0,448662800.0
GamerVikram,YouTube,3851661.0,6275400.335387771,57318.0,5436.0,82056.5,-100.0,-100.0
NehaFoodie.xo,Instagram,2085831.0,6086700.0,54434.0,6433.0,82056.5,307142100.0,307142100.0
MansiBeautyVlogs,YouTube,1590000.0,4127700.479245283,40946.0,331.0,82056.5,-100.0,-100.0
RahulGamerFitness,TikTok,3468000.0,4705300.0,47053.0,0.0,345354.0,84647800.0,84647800.0
NehaFoodieFitness,Tiktok,0.0,inf,56975.0,0.0,183720.0,177537400.0,177537400.0
RajTravelDanceee,YouTube,4328598.0,3496900.1474149367,32270.0,2699.0,26744.0,-100.0,-100.0
MansiBeauty.xo,YouTube,4067486.0,235100.20897429023,0.0,2351.0,240215.0,126473200.0,126473200.0
RohanFitness ,Linkedin,1102413.0,144200.2666877114,0.0,1442.0,82056.5,-100.0,-100.0
RituFoodVlogs,Instagram,1077465.0,1.0641644972226476,0.0,0.0,167777.0,135574600.0,135574600.0
RahulGamerDanceee,YouTube,3161776.0,9337700.39629626,91342.0,2035.0,204840.0,277415000.0,277415000.0
MeeraBeauty_official,Facebook,4440000.0,6232900.038378378,57889.0,4440.0,193181.0,426893200.0,426893200.0
VikramTech_official,Facebook,4054326.0,1222700.3263674406,9759.0,2468.0,276177.0,49227100.0,49227100.0
TanyaDanceInsta,Instagram,0.0,inf,0.0,0.0,82056.5,258502900.0,258502900.0
KABIRTECHDANCEEE ,TikTok,140000.0,342904.71142857143,0.0,3429.0,56087.0,41951000.0,41951000.0
SnehaDanceInsta,Tiktok,1130000.0,11750800.0,116529.0,979.0,267456.0,-100.0,-100.0
PoojaLifestyleFitness,Instagram,3014225.0,10536500.0,100243.0,5122.0,69534.0,75165800.0,75165800.0
RohanFitness,Linkedin,0.0,inf,23180.0,5824.0,180822.0,26546200.0,26546200.0
PriyaVibes07,Facebook,594000.0,3013302.547979798,30133.0,0.0,76030.0,-100.0,-100.0
RIYAMAKEUPDANCEEE ,YouTube,3389570.0,1332300.0168457946,9622.0,3701.0,285484.0,40349800.0,40349800.0
ShaliniFashionFitness,Facebook,2250000.0,12083600.680133332,120836.0,0.0,271142.0,-100.0,-100.0
PriyaVibesFitness,Facebook,4786000.0,10982100.125114918,109536.0,285.0,60507.0,320771300.0,320771300.0
RahulGamerQueen,Youtube,3321510.0,1751800.505402663,17518.0,0.0,146067.0,376429400.0,376429400.0
SaraTravelDiariesDanceee,YouTube,4951252.0,7015100.013612718,67894.0,2257.0,82056.5,-100.0,-100.0
ShaliniFashion.xo,YouTube,1760422.0,654200.0,2313.0,4229.0,231343.0,-100.0,-100.0
MeeraBeautyVlogs,Instagram,2898756.0,4002600.2019831953,34858.0,5168.0,109167.0,-100.0,-100.0
RiyaMakeupVlogs,TikTok,4017747.0,106100.36381086217,0.0,1061.0,82056.5,205061400.0,205061400.0
NehaFoodie,Linkedin,3136283.0,3195100.0,31137.0,814.0,82056.5,-100.0,-100.0
ShaliniFashionDanceee,Facebook,1043000.0,1982101.690987536,18640.0,1181.0,180372.0,-100.0,-100.0
RituFood07,Instagram,1054477.0,12318800.0,121350.0,1838.0,189352.0,299048700.0,299048700.0
GamerVikram07,Instagram,0.0,inf,36925.0,5605.0,82056.5,372439500.0,372439500.0
FitAnkit,Linkedin,0.0,inf,51545.0,5691.0,82056.5,204450400.0,204450400.0
RohanFitnessInsta,Facebook,807175.0,5097000.406974943,48657.0,2313.0,82056.5,-100.0,-100.0
SnehaDanceVlogs,Facebook,1843152.0,18100.483139751905,0.0,181.0,82056.5,154481500.0,154481500.0
RajTravelVlogs,Facebook,0.0,inf,67092.0,1632.0,55358.0,-100.0,-100.0
KaranFitness,YouTube,3121177.0,10879200.202455675,108792.0,0.0,63266.0,-100.0,-100.0
ArjunVlogs ,YouTube,0.0,inf,29714.0,5086.0,230415.0,238033900.0,238033900.0
ShaliniFashionInsta,Instagram,1590000.0,3951000.5666037737,34943.0,4567.0,82056.5,-100.0,-100.0
ShaliniFashion_official,YouTube,2440000.0,794900.2584836065,7949.0,0.0,276920.0,385056100.0,385056100.0
FitAnkitFitness,YouTube,2845000.0,349500.0,0.0,3495.0,171231.0,396038100.0,396038100.0
KABIRTECHQUEEN ,Facebook,4467036.0,4005700.2467631786,35059.0,4998.0,44424.0,338459100.0,338459100.0
PriyaVibesVlogs,YouTube,2151737.0,323800.82082522166,0.0,3238.0,332720.0,-100.0,-100.0
RajTravel.xo,YouTube,480000.0,439002.98125,0.0,4390.0,88956.0,278147600.0,278147600.0
GamerVikram07,Youtube,340677.0,265404.05428015394,0.0,2654.0,82056.5,404078300.0,404078300.0
FitAnkitFitness,Linkedin,4972044.0,5387500.125039118,51385.0,2490.0,15628.0,4345000.0,4345000.0
ShaliniFashionDanceee,TikTok,4040000.0,5315300.0,51248.0,1905.0,346870.0,30857900.0,30857900.0
AmitCricket ,YouTube,0.0,inf,1989.0,3107.0,282036.0,-100.0,-100.0
MeeraBeauty_official,Facebook,0.0,inf,117423.0,757.0,82056.5,318191400.0,318191400.0
RohanFitness07,YouTube,2970000.0,8600300.0,79713.0,6290.0,82056.5,103730900.0,103730900.0
SHALINIFASHION  ,Facebook,0.0,inf,51983.0,399.0,82056.5,-100.0,-100.0
ArjunVlogs07,Facebook,4177000.0,525200.0161120421,0.0,5252.0,277774.0,201243500.0,201243500.0
RituFood,Linkedin,3919700.0,10399300.237467151,103993.0,0.0,82056.5,-100.0,-100.0
FitAnkit.xo,YouTube,1749776.0,9122100.89222849,87321.0,3900.0,82056.5,283365700.0,283365700.0
AmitCricketInsta,Instagram,0.0,inf,15681.0,4148.0,330057.0,389003800.0,389003800.0
RiyaMakeup_official,Instagram,1010000.0,6065501.136039604,54634.0,6021.0,82056.5,39131500.0,39131500.0
FitAnkit ,YouTube,2100000.0,1581000.0597619049,13284.0,2526.0,107111.0,-100.0,-100.0
AnanyaVlogs_official,Tiktok,4221775.0,9487800.269223254,94878.0,0.0,109405.0,-100.0,-100.0
KabirTechVlogs,YouTube,627000.0,369501.7888357257,0.0,3695.0,82056.5,286707200.0,286707200.0
AmitCricket07,Linkedin,5103036.0,0.0,0.0,0.0,161194.0,54870600.0,54870600.0
AnanyaVlogsInsta,Facebook,400174.0,8754904.26639412,87549.0,0.0,82056.5,-100.0,-100.0
DeepakMotivationFitness,TikTok,4490000.0,1745900.1076837415,15853.0,1606.0,32625.0,-100.0,-100.0
ShaliniFashion.xo,Facebook,174396.0,10969208.049496548,108394.0,1298.0,329161.0,33481100.0,33481100.0
RajTravelQueen,TikTok,0.0,inf,12044.0,5762.0,82056.5,-100.0,-100.0
KabirTech ,Youtube,408632.0,202402.7768260929,0.0,2024.0,172386.0,195053200.0,195053200.0
RituFoodVlogs,Instagram,0.0,inf,0.0,3111.0,308771.0,-100.0,-100.0
KaranFitnessVlogs,YouTube,0.0,inf,43985.0,2480.0,82056.5,195590200.0,195590200.0
SnehaDance07,Linkedin,1824231.0,0.4459961485140862,0.0,0.0,82056.5,15391400.0,15391400.0
RajTravel,Facebook,2771000.0,2305300.483796464,23053.0,0.0,82056.5,-100.0,-100.0
TechBitArvind ,Instagram,0.0,inf,0.0,4787.0,243430.0,330927200.0,330927200.0
AmitCricket_official,YouTube,300000.0,3626500.907,30991.0,5274.0,307011.0,108029500.0,108029500.0
KaranFitness.xo,YouTube,340000.0,10236400.0,98677.0,3687.0,69990.0,-100.0,-100.0
FitAnkit.xo,TikTok,1185000.0,12263401.213586498,119036.0,3598.0,334284.0,60350000.0,60350000.0
ArjunVlogs.xo,Linkedin,3270000.0,12853200.140428131,122739.0,5793.0,243819.0,-100.0,-100.0
TechBitArvindInsta,Instagram,2401553.0,330900.4188539666,0.0,3309.0,161552.0,180937400.0,180937400.0
TANYADANCEVLOGS ,Instagram,240000.0,11658300.0,114588.0,1995.0,82056.5,425835300.0,425835300.0
ShaliniFashionFitness,Tiktok,1480000.0,8700.777229729729,0.0,87.0,302485.0,102447100.0,102447100.0
TanyaDance ,YouTube,3576808.0,6535600.386713517,62030.0,3326.0,21445.0,-100.0,-100.0
RAHULGAMER ,YouTube,0.0,inf,71403.0,5090.0,342077.0,217881100.0,217881100.0
DEEPAKMOTIVATIONVLOGS ,Tiktok,0.0,inf,77044.0,5918.0,74964.0,-100.0,-100.0
MeeraBeautyVlogs,Instagram,0.0,inf,68963.0,4976.0,84871.0,393875600.0,393875600.0
RituFoodQueen,Linkedin,5000000.0,1123900.20488,9762.0,1477.0,340823.0,43450800.0,43450800.0
ShaliniFashionQueen,Tiktok,490000.0,0.1424489795918367,0.0,0.0,82056.5,352320000.0,352320000.0
TechBitArvind_official,TikTok,0.0,inf,5434.0,4719.0,82056.5,188523200.0,188523200.0
SiddharthTravel,Facebook,1033910.0,6624500.10203983,64549.0,1696.0,82056.5,204473400.0,204473400.0
SnehaDanceDanceee,Instagram,790229.0,935102.2598512584,7663.0,1688.0,82056.5,139311500.0,139311500.0
RohanFitness,Facebook,0.0,inf,93884.0,5895.0,215693.0,-100.0,-100.0
RAJTRAVEL ,TikTok,2628348.0,464400.2801379422,1585.0,3059.0,82056.5,-100.0,-100.0
AnanyaVlogsVlogs,Instagram,0.0,inf,0.0,3652.0,48976.0,195838700.0,195838700.0
RiyaMakeupInsta,Linkedin,4967046.0,4193200.324760432,36055.0,5877.0,82056.5,29059100.0,29059100.0
RAHULGAMER ,YouTube,4303309.0,200600.3182202347,0.0,2006.0,82056.5,-100.0,-100.0
SnehaDance.xo,Facebook,4339844.0,5884800.0,56654.0,2194.0,82056.5,10246400.0,10246400.0
RiyaMakeupQueen,TikTok,3482000.0,9815500.445634693,98155.0,0.0,65286.0,-100.0,-100.0
TanyaDanceFitness,YouTube,4882143.0,8509700.212754931,85097.0,0.0,56992.0,-100.0,-100.0
FitAnkitFitness,YouTube,5029000.0,0.1907536289520779,0.0,0.0,301807.0,316861600.0,316861600.0
SnehaDanceFitness,YouTube,3466000.0,302200.0443162146,0.0,3022.0,82056.5,-100.0,-100.0
PriyaVibesFitness,TikTok,4809000.0,210200.321522146,0.0,2102.0,60893.0,-100.0,-100.0
RiyaMakeup_official,YouTube,710000.0,6689701.404647887,66648.0,249.0,82056.5,74067400.0,74067400.0
GAMERVIKRAMQUEEN ,YouTube,308000.0,11791505.628246753,113122.0,4793.0,82056.5,11734800.0,11734800.0
NEHAFOODIE.XO ,Instagram,4177000.0,598100.3713670098,0.0,5981.0,189412.0,304357800.0,304357800.0
SaraTravelDiariesVlogs,YouTube,1140000.0,8606500.0,81121.0,4944.0,124613.0,362105400.0,362105400.0
PriyaVibes ,YouTube,2148000.0,12602200.0,122797.0,3225.0,194376.0,-100.0,-100.0
MeeraBeauty ,Tiktok,1348963.0,266701.0936549038,0.0,2667.0,28698.0,285966600.0,285966600.0
ArjunVlogs ,Youtube,2020000.0,2571700.3927227724,23391.0,2326.0,264547.0,-100.0,-100.0
ArjunVlogsVlogs,TikTok,0.0,inf,18407.0,3315.0,82056.5,46433700.0,46433700.0
ShaliniFashionDanceee,Youtube,1262042.0,11553300.0,113835.0,1698.0,40485.0,-100.0,-100.0
GamerVikram ,YouTube,2069000.0,417600.0,0.0,4176.0,82056.5,281171500.0,281171500.0
SaraTravelDiaries_official,Instagram,3135145.0,12290400.040157633,120420.0,2484.0,274011.0,-100.0,-100.0
MeeraBeautyInsta,Instagram,0.0,inf,30586.0,618.0,158688.0,-100.0,-100.0
PriyaVibes.xo,Instagram,4330000.0,523000.0,0.0,5230.0,318698.0,-100.0,-100.0
RahulGamerVlogs,Youtube,3719058.0,2617400.0,22489.0,3685.0,82056.5,160851100.0,160851100.0
RiyaMakeupDanceee,Instagram,4980422.0,9616900.340011347,91885.0,4284.0,82056.5,307143300.0,307143300.0
MEERABEAUTY ,Facebook,926941.0,10169300.943533624,96974.0,4719.0,158567.0,-100.0,-100.0
MeeraBeauty,Linkedin,3990000.0,197400.25721804512,0.0,1974.0,221006.0,-100.0,-100.0
TECHBITARVINDFITNESS ,Instagram,190488.0,10590104.896371424,103136.0,2765.0,205247.0,-100.0,-100.0
PriyaVibes,YouTube,860000.0,2502501.3966279067,25025.0,0.0,12373.0,129822800.0,129822800.0
TechBitArvindInsta,Instagram,4510000.0,6694100.136563193,64257.0,2684.0,143038.0,-100.0,-100.0
SiddharthTravelVlogs,YouTube,2431167.0,902800.5705490408,9028.0,0.0,254800.0,90544300.0,90544300.0
GamerVikram,Tiktok,3873000.0,11598200.0,113311.0,2671.0,24994.0,-100.0,-100.0
KaranFitness07,Tiktok,0.0,inf,19987.0,0.0,82056.5,177954000.0,177954000.0
DeepakMotivation.xo,Facebook,2569189.0,7329500.246536943,71686.0,1609.0,82056.5,365414100.0,365414100.0
NehaFoodieQueen,Tiktok,4498314.0,7907600.0,73985.0,5091.0,39284.0,-100.0,-100.0
GamerVikram07,Instagram,3519699.0,11967500.080830775,113292.0,6383.0,82056.5,426966800.0,426966800.0
DeepakMotivation.xo,Facebook,2545500.0,2484500.4353172267,21968.0,2877.0,169043.0,275271200.0,275271200.0
ShaliniFashion,Facebook,3771000.0,6914900.042561654,68430.0,719.0,337241.0,447672200.0,447672200.0
TanyaDanceInsta,Tiktok,1275841.0,1396500.6902897777,10149.0,3816.0,249530.0,317973500.0,317973500.0
SIDDHARTHTRAVELINSTA ,Youtube,1961559.0,6585000.137696597,62344.0,3506.0,136923.0,424164300.0,424164300.0
AmitCricketInsta,TikTok,1467546.0,5390700.1458216645,49236.0,4671.0,310631.0,429867600.0,429867600.0
KabirTech,YouTube,550000.0,6836200.0,62150.0,6212.0,82056.5,365604200.0,365604200.0
TechBitArvindInsta,YouTube,984000.0,12260200.78617886,118259.0,4343.0,113642.0,61123400.0,61123400.0
PoojaLifestyle_official,Youtube,2351184.0,7234500.023690192,70576.0,1769.0,136328.0,246842200.0,246842200.0
KaranFitness.xo,YouTube,364286.0,0.5166270457827092,0.0,0.0,82056.5,188336100.0,188336100.0
NehaFoodieFitness,YouTube,1504553.0,11377400.0,107393.0,6381.0,188749.0,367864900.0,367864900.0
AnanyaVlogsQueen,Instagram,460000.0,1871300.0,17702.0,1011.0,67175.0,384272100.0,384272100.0
RituFood07,Instagram,1002911.0,8428901.203097783,82201.0,2088.0,155798.0,-100.0,-100.0
AMITCRICKET  ,Instagram,4294244.0,10159600.383327076,100973.0,623.0,240032.0,383276900.0,383276900.0
RahulGamer_official,TikTok,0.0,inf,31357.0,0.0,223491.0,-100.0,-100.0
MansiBeautyDanceee,Instagram,4370000.0,11123800.39771167,107993.0,3245.0,82056.5,187881300.0,187881300.0
RajTravel.xo,Facebook,1500000.0,10949800.5304,105318.0,4180.0,82056.5,256280600.0,256280600.0
ShaliniFashion,Youtube,2070000.0,4704000.700289855,45927.0,1113.0,330392.0,143029800.0,143029800.0
DEEPAKMOTIVATIONDANCEEE ,Youtube,2580000.0,11289500.0,108249.0,4646.0,340641.0,31302300.0,31302300.0
ShaliniFashionFitness,Facebook,2223000.0,2379700.8017993704,21402.0,2395.0,228195.0,12786800.0,12786800.0
MansiBeautyVlogs,Instagram,4704000.0,2458400.319982993,24584.0,0.0,24467.0,248134400.0,248134400.0
RajTravelFitness,YouTube,0.0,inf,0.0,3617.0,120882.0,433554400.0,433554400.0
SaraTravelDiariesFitness,Youtube,4218758.0,408200.1313182695,0.0,4082.0,201439.0,209627800.0,209627800.0
RituFoodQueen,YouTube,4799000.0,12149400.02071265,119154.0,2340.0,274841.0,106363000.0,106363000.0
SnehaDance ,Instagram,3800000.0,9685900.137921054,93308.0,3551.0,53274.0,-100.0,-100.0
RohanFitness07,Youtube,1307195.0,616500.0,0.0,6165.0,82056.5,250366900.0,250366900.0
DeepakMotivation07,Facebook,4903781.0,641100.0,0.0,6411.0,49510.0,389711300.0,389711300.0
RituFoodFitness,Youtube,4663478.0,39200.32728791687,0.0,392.0,19141.0,260592800.0,260592800.0
PriyaVibesQueen,Facebook,4432520.0,7184200.083519082,70902.0,940.0,327116.0,51282600.0,51282600.0
ShaliniFashionInsta,Youtube,3730000.0,7070100.015442358,66812.0,3889.0,82056.5,419635700.0,419635700.0
KabirTech.xo,Youtube,0.0,inf,0.0,4346.0,310991.0,192020900.0,192020900.0
AmitCricketFitness,Tiktok,3485000.0,12411600.15050215,120462.0,3654.0,82056.5,109363700.0,109363700.0
VikramTech_official,TikTok,2100000.0,6623200.323857143,66232.0,0.0,237216.0,13879200.0,13879200.0
SiddharthTravelQueen,Instagram,0.0,inf,7021.0,2060.0,82056.5,-100.0,-100.0
RajTravel07,Linkedin,2145432.0,4335000.520967339,42077.0,1273.0,82056.5,-100.0,-100.0
SARATRAVELDIARIES  ,Facebook,2466034.0,10297300.660615385,96972.0,6001.0,69719.0,269218000.0,269218000.0
DeepakMotivation_official,Tiktok,5080000.0,1670600.261948819,16706.0,0.0,82056.5,239374500.0,239374500.0
PriyaVibesFitness,TikTok,4066051.0,8166100.331107506,75927.0,5734.0,37074.0,205881400.0,205881400.0
ShaliniFashionVlogs,TikTok,0.0,inf,12491.0,4143.0,82056.5,29171200.0,29171200.0
FitAnkit ,Youtube,3840000.0,6924800.030208334,63162.0,6086.0,82056.5,-100.0,-100.0
MANSIBEAUTY.XO ,Instagram,3720000.0,9806000.42688172,94107.0,3953.0,328513.0,-100.0,-100.0
PoojaLifestyleInsta,Linkedin,3670000.0,3512600.2710899184,31384.0,3742.0,46161.0,339288900.0,339288900.0
MansiBeauty.xo,Facebook,0.0,inf,76572.0,1093.0,82056.5,260107400.0,260107400.0
NehaFoodieInsta,YouTube,0.0,inf,88936.0,0.0,20546.0,117634200.0,117634200.0
RiyaMakeupFitness,Facebook,4777967.0,5005100.055986155,48689.0,1362.0,80783.0,427237200.0,427237200.0
GamerVikramQueen,Tiktok,865846.0,12028601.902878802,116208.0,4078.0,144600.0,285128800.0,285128800.0
GAMERVIKRAMFITNESS ,Facebook,3997371.0,8341700.11545088,82298.0,1119.0,82056.5,128701400.0,128701400.0
TanyaDanceVlogs,Instagram,5171223.0,7734400.038346829,72755.0,4589.0,198362.0,-100.0,-100.0
RiyaMakeupQueen,Instagram,4980000.0,5519100.194899598,55191.0,0.0,21416.0,-100.0,-100.0
VikramTechQueen,Instagram,1310000.0,0.8590076335877862,0.0,0.0,82056.5,443500400.0,443500400.0
GamerVikramFitness,Facebook,4223661.0,902300.4245605886,6877.0,2146.0,299840.0,397112100.0,397112100.0
PriyaVibes,YouTube,1846710.0,4115800.0,41158.0,0.0,82056.5,445548100.0,445548100.0
RohanFitness,Tiktok,1301920.0,8902500.428060096,86058.0,2967.0,82056.5,418000200.0,418000200.0
AmitCricket,Tiktok,0.0,inf,88825.0,1410.0,321517.0,333157400.0,333157400.0
TechBitArvindVlogs,Youtube,4740191.0,1460400.2809802392,10368.0,4236.0,177870.0,161340900.0,161340900.0
SiddharthTravel_official,Facebook,3142286.0,5069800.108615193,46582.0,4116.0,82056.5,-100.0,-100.0
MeeraBeautyInsta,Facebook,2470000.0,6377400.668663967,57295.0,6479.0,82056.5,-100.0,-100.0
RahulGamerFitness,Facebook,2030000.0,31800.72945812808,0.0,318.0,92498.0,-100.0,-100.0
RiyaMakeupVlogs,Facebook,3477000.0,524200.0,1367.0,3875.0,273341.0,276471400.0,276471400.0
SnehaDanceFitness,Linkedin,1968000.0,10846400.235924795,106492.0,1972.0,136513.0,-100.0,-100.0
AnanyaVlogsDanceee,Instagram,0.0,inf,13439.0,2645.0,142134.0,2562000.0,2562000.0
KaranFitnessVlogs,Facebook,444000.0,9341400.0,91193.0,2221.0,24753.0,127594500.0,127594500.0
RajTravelDanceee,YouTube,4013000.0,5426200.233441316,52845.0,1417.0,82056.5,-100.0,-100.0
KabirTech ,Facebook,3210000.0,0.3181308411214953,0.0,0.0,228305.0,-100.0,-100.0
FitAnkitDanceee,YouTube,964000.0,9749101.887966804,94792.0,2699.0,82056.5,112102700.0,112102700.0
RahulGamerInsta,Tiktok,3205000.0,0.2926677067082683,0.0,0.0,24894.0,223008100.0,223008100.0
RiyaMakeupFitness,YouTube,917000.0,10366501.115267174,97202.0,6463.0,82056.5,86322000.0,86322000.0
SnehaDanceInsta,Tiktok,300000.0,523204.8193333333,5001.0,231.0,209164.0,139585000.0,139585000.0
MansiBeautyDanceee,YouTube,780000.0,8256800.897692309,82568.0,0.0,82056.5,74610900.0,74610900.0
SnehaDance07,Tiktok,3560000.0,4066400.0,38776.0,1888.0,82056.5,51522800.0,51522800.0
RajTravel.xo,Instagram,2880000.0,273700.1424652777,0.0,2737.0,214318.0,311112700.0,311112700.0
POOJALIFESTYLE.XO ,Tiktok,4014000.0,291500.10358744394,0.0,2915.0,34496.0,237506500.0,237506500.0
